https://baza.nina.gov.pl/projects/324/details,Budowa Cyfrowego Muzeum Narodowego w Warszawie - etap IV. 2014,1 września 2014 - 31 lipca 2015,"Wprowadzono 14900 nowych rekordów do bazy danych, a także zredagowano pod kątem umieszczenia w serwisie Cyfrowe MNW 6100 istniejących wpisów. Zakupiono 2 nowe serwery do oddziałów Muzeum (Muzeum Rzeźby w Królikarnii oraz Muzeum w Nieboriwie i Arkadii), zakupiono nową półkę do macierzy dyskowych. Wykonano 7844 zdjęcia cyfrowe zabytków. Zakupiono 9 szt. sprzętu + 1 szt. oprogramowania, w tym: Zakup komputera ( procesor Intel Xeon, model procesora E52620), (2.0 GHz, 15 MB Cahce, Turbo 2.5 GHz). Pojemnosć pamięci DRAM 16 GB, pojemność dysku twardego 1000 GB) wraz z oprogramowaniem","1068789,1",,
https://baza.nina.gov.pl/projects/324/details,,,,,10566,Dodatkowe informacje o bazie danych i jej dostępności: \n \n Baza danych jest dostępna wewnętrznie na terenie Muzeum. Goście Muzeum i osoby prowadzące kwerendy mają dostęp do bazy - opartej o system muzealny MONA. Wybrane dane są eksportowane z MONY do Cyfrowego MNW
https://baza.nina.gov.pl/projects/324/details,,,,,,"Opis działań promocyjnych: \n \n W grudniu przygotowano ulotkę informacyjną dotyczącą digitalizacji w Muzeum Narodowym w Warszawie. W ulotce znalazły się loga MKiDN, NInA oraz WPR Kultura+, ulotka rozdawana m.in. na konferencji TPDL 2015 (19th International Conference on Theory and Practice of Digital Libraries); Najciekawsze zdigitalizowane obiekty: \n \n \n Śr.5; nieznany (rzeźbiarz, rzeźbiarz działający we Wrocławiu ca. 1360); Wrocław; Krucyfiks Mistyczny; ok. 1360; \n http://cyfrowe.mnw.art.pl/dmuseion/docmetadata?id=3337&show_nav=true zobacz obiekt >> \n \n MP 1244; Matejko, Jan (1838-1893) (malarz); Bohdan Chmielnicki z Tuhaj-bejem pod Lwowem; 1885; olej; deska dębowa; 130 x 79 \n http://cyfrowe.mnw.art.pl/dmuseion/docmetadata?id=4962&show_nav=true zobacz obiekt >> \n \n 74326; Pfaff, Jeremias (fl. 1639-ca 1682) (zegarmistrz); Niemcy, Augsburg (Niemcy); Zegar - automat; ok. poł. XVII w.; odlew, złocenie, cyzelowanie, zegarmistrzowska; brąz, dąb, mosiądz, spiż, stal; 32 x 22 x 14,5 \n http://cyfrowe.mnw.art.pl/dmuseion/docmetadata?id=18128&show_nav=true zobacz obiekt >>"
https://baza.nina.gov.pl/projects/276/details,Budowa pracowni digitalizacji. 2011,4 października 2011 - 30 czerwca 2012,Projekt miał na celu utworzenie pracowni digitalizacyjnej. Zakupiono 11 szt. sprzętu. Zakup 2 sztuk komputerów do obsługi skanerów z monitorami; komputera sprawdzającego z monitorem oraz kalibratorem; 2 szt. półek dyskowych do macierzy wraz z dyskami. Zakup 2 skanerów.,"524164,5",,Opis działań promocyjnych: \n \n Zadanie nie przewidywało działań promocyjnych
https://baza.nina.gov.pl/projects/323/details,Budowa Cyfrowego Muzeum Narodowego w Warszawie - etap III. 2013,1 września 2013 - 31 grudnia 2013,Wykonano 5473 fotografie 4680 obiektów muzealnych a do systemu muzealnego MONA wpisano 7989 nowych rekordów. Dodatkowo zredagowano 1250 starych rekordów pod kątem umieszczania ich w Cyfrowym Muzeum Narodowym w Warszawie.,"408003,15",,
https://baza.nina.gov.pl/projects/323/details,,,,,5473,Dodatkowe informacje o bazie danych i jej dostępności: \n \n Baza danych jest dostępna wewnętrznie na terenie Muzeum. Goście Muzeum i osoby prowadzące kwerendy mają dostęp do bazy - opartej o system muzealny MONA. Wybrane dane są eksportowane z MONY do Cyfrowego MNW
https://baza.nina.gov.pl/projects/323/details,,,,,,"Opis działań promocyjnych: \n \n W 2013 r. przebudowano stronę CMN w Warszawie. Znacznie więcej miejsca poświęcając pomocji instytucji i programów przyczyniających się do jego tworzenia. Loga MkiDN, NInA oraz WPR Kultura+ są u dołu każdej strony Cyfrowego."
https://baza.nina.gov.pl/projects/323/details,,,,,,"Najciekawsze zdigitalizowane obiekty: \n \n \n Min.94; Amerling, Friedrich von (1803-1887) (malarz), nieznany (malarz); Wiedeń (Austria) ?; Odaliska, kopia (fragment) według Fr.Amerlinga; 1860-1880; gwasz; kość słoniowa; 5,6 x 4,5 \n http://cyfrowe.mnw.art.pl/dmuseion/docmetadata?id=25346&show_nav=true zobacz obiekt >> \n \n MPW 1118; Wróblewski, Andrzej (1927-1957) (malarz); Polska; Pranie; 1956; olej; płótno; 150 x 120 \n http://cyfrowe.mnw.art.pl/dmuseion/docmetadata?id=7343&show_nav=true zobacz obiekt >> \n \n SZM 11069; Berndorfer Mettawarenfabrik Arthur Krupp (Berndorf ; wytwórnia złotnicza ; 1843-) (firma złotnicza); Berndorf (Austria); Cukiernica; ok. 1900; odlew, sztancowanie, srebrzenie, złocenie częściowe; alpaka; 10,2 x 18,2 x 11,7 \n http://cyfrowe.mnw.art.pl/dmuseion/docmetadata?id=14073&show_nav=true zobacz obiekt >> \n \n SKAZmr 408; nieznany (malarz); Mongolia ?; Zwój malarski thang-ka z przedstawieniem nauczyciela tybetańskiego; XIX w.; płótno, jedwab; 40,5 x 32 (58 x 42 cm z ramą) \n http://cyfrowe.mnw.art.pl/dmuseion/docmetadata?id=18977&show_nav=true zobacz obiekt >>"
https://baza.nina.gov.pl/projects/237/details,Centralna Baza Judaików - etap II. 2014,3 września 2014 - 2 września 2015,"Celem zadania była digitalizacja 2090 judaików i udostępnienie w Internecie na nowej stronie Centralnej Bazy Judaików 2000 obiektów z kolekcji MHŻP oraz 5 instytucji partnerskich. Zgodnie z harmonogramem na 2014 rok zdigitalizowane zostały kolekcje dwóch instytucji partnerskich - Muzeum Regionalnego w Łęcznej i Muzeum Niepodległości w Warszawie. Łącznie w 2014 r. zostało sfotografowanych 639 obiektów. W 2015 r. według założeń zdigitalizowane zostały kolekcje MHŻP - 900 obiektów, SZIH - 375 oraz Państwowego Muzeum Archeologicznego - 129 obiektów, Muzeum Historyczno-Archeologiczne w Ostrowcu Świętokrzyskim - 47 obiektów. Łącznie w 2015 roku 1451 obiektów. W 2015 r. fotograf dostarczył zdjęcia dodatkowych obiektów przekazanych do digitalizacji przez pracowników Muzeum Niepodległości (2 obiekty). Łącznie zatem w projekcie zdigitalizowano 2092 judaików. Nowa postać modułu www została oficjalnie upubliczniona w marcu 2015 r. Jest ona dostosowana do prezentacji kolekcji wielu Partnerów oraz do potrzeb osób niepełnosprawnych, zwiększona została też możliwość przeszukiwania bazy poprzez wdrożenie funkcjonalności zaawansowanego wyszukiwania oraz odnośników. Kontrola i akceptacja wszystkich plików cyfrowych wytworzonych w 2014 r. Przygotowanie opisów judaików z kolekcji Państwowego Muzeum Archeologicznego w Warszawie - 2014 r. Kontrola i akceptacja wszystkich plików cyfrowych wytworzonych w 2015 r. Wprowadzanie wizerunków cyfrowych judaików z 2015 r. do repozytorium przez wolontariusza.","407368,58",7393,"Opis działań promocyjnych: \n \n Promocja Centralnej Bazy Judaików rozpoczęła się 30.03.2015 informacją na stronie głównej Muzeum o nowej odsłonie strony Centralnej Bazy Judaików. W ramach dalszej akcji promocyjnej Muzeum wydało bezpłatne zakładki do książek w dwóch wersjach, do pobrania przez zwiedzających muzeum, ale również w kilku punktach usługowych typu restauracje (zakładki jako załącznik do sprawozdania oraz zdjęcie wyeksponowania ich w jednej z restauracji na Muranowie - folder DRUKI). Planowany był dodruk zakładek z wizerunkami innych obiektów. Muzeum rozpoczęło też informaowanie o projekcie na swoich profilu na Facebooku, Instagramie oraz na swoim profilu Google Cultural Institute w formie wirtualnej wystawy pt. Odzyskać opowieść. Centralna Baza Judaików była promowana na Festiwalu Warszawa Singera (ekran umieszczony na przygotowywanej do otwarcia restauracji Menora - Folder menora 30.08.2015). Zwieńczeniem akcji promocyjnej były informacje na stronach Partnerów: Muzeum Lubelskiego, Państwowego Muzeum Archeologicznego oraz Muzeum Niepodległości oraz sobotni dodatek specjalny do Gazety Wyborczej (19.09.2015) poświęcony zbiorom i projektowi Centralna Baza Judaików."
https://baza.nina.gov.pl/projects/285/details,Budowa Cyfrowego Muzeum Narodowego w Warszawie. 2011,13 października 2011 - 31 lipca 2012,"Głównym celem projektu „Budowa Cyfrowego Muzeum Narodowego w Warszawie” była digitalizacja zbioru i udostępnienie za pośrednictwem Internetu muzealiów znajdujących się w zbiorach Muzeum. Działania podejmowane w ramach projektu: zakupiono macierz dyskową z kompletem dysków (przyrost danych był obliczony na poziomie 4TB rocznie co umożliwia bezpieczną kontynuacje całego procesu), zakupiono bibliotekę taśmową, serwer IBM a także zmodernizowano sieć LAN, dzięki czemu szybciej powstałe pliki są obrabiane przez kolejnych pracowników. Dodatkowo wymieniono przestarzałe stanowiska komputerowe pracowników merytorycznych oraz pracowników zajmujących się archiwizacją plików cyforwych (4 komputery w 2011 i 5 komputerów w 2012 r.). Zakupiony sprzęt zapewnia bezpieczną obsługę, przechowywanie i wykonywanie kopii bezpieczeństwa danych. W pracowni fotograficznej stworzono nowe stanowisko komputerowe dla fotografa - profesjonalny monitor, komputer wraz z oprogramowaniem do oceny jakości fotogarfii. Stworzono nową pracownię digitalizacyjną z dwoma stanowskami pracy - pracownia skanera dziełowego. Realizacja projektu zaowocowała: wprowadzeniem do systemu bazodanowego 3 000 rekordów opisujących muzealia, sfotografowaniem łącznie 12995 (14524 zdjęcia) obiektów - w trakcie realizacji programu okazywało się, że wytypowane obiekty które były liczone wg statystyk działu były obiektami kilkustronicowymi, niekiedy dwustronnymi które wymagały kilku zdjęć, stąd liczba obiektów jest mniejsza od wnioskowanej, liczba powstałych plików zaś jest większa od wskazywanej o 475. Dzięki współpracy z Fundacją Nowoczesna Polska część zdigitalizowanych przez Muzeum zasobów zostanie udostępniona uczniom i nauczycielom w bibliotece internetowej Wolne Lektury. Przygotowana została platforma do semantycznego opisu dzieł za pomocą motywów występujących w sztuce; moduł prezentacji dzieł w bibliotece Wolne Lektury; standard metadanych dla opisu materiałów wizualnych oraz zasady wymiany danych pomiędzy ośrodkami wykorzystującymi Dublin Core. Jako, ze liczba osób zaangażowanych w digitalizację w Muzeum się powiększa dokupione zostały końcówki klienckie do oprogramowania służącego do zarządzania zdjęciami. W roku 2012 zakupiono oprogramowanie umożliwiające wszystkim pracownikom Muzeum dostęp do wysokiej rozdzielczości plików wraz z zaawansowana wyszukiwarką. W ciągu całego okresu realizacji projektu korzystano z pomocy podwykonawców przy selekcji i przygotowywaniu materiałów do digitalizacji w tym m.in. przy przenoszeniu obiektów do odpowiednich pracowni. Zakupiony sprzęt informatyczny zainstalowany został w serwerowni Muzeum",1583864,,
https://baza.nina.gov.pl/projects/285/details,,,,,11524,Dodatkowe informacje o bazie danych i jej dostępności: \n \n Baza danych jest dostępna wewnętrznie na terenie Muzeum. Goście Muzeum i osoby prowadzące kwerendy mają dostęp do bazy - opartej o system muzealny MONA. Wybrane dane są eksportowane z MONY do Cyfrowego MNW
https://baza.nina.gov.pl/projects/285/details,,,,,,"Opis działań promocyjnych: \n \n W ramach promocji projektu, po zakończeniu realizacji pierwszego etapu w 2011 roku, wysłano do prasy informację prasową oraz zamieszczono informację na stronie internetowej Beneficjenta. Na materiałach umieszczone zostały, zgodnie z umową o dofinansowanie logotypy Ministerstwa Kultury i Dziedzictwa Narodowego, operatora programu, czyli Narodowego Instytutu Audiowizualnego oraz programu Kultura +. W styczniu 2011 r. udzielono wywiadów radiowych (Antyradio, Polskie Radio dla Zagranicy) a także telewizyjnych (TVP Kultura). Na nowej stronie Muzeum (www.mnw.art.pl) w zakładce Partnerzy - Instytucje Wspierające znalazły się logotypy MKiDN, NinA, Kultura + wraz z informacją o projekcie ""Budowa Cyfrowego Muzeum Narodowego w Warszawie "". W listopadzie 2012 na konferencji Cyfrowe Spotkania z Zabytkami organizowanej przez Instytut Historii Sztuki Uniwersytetu Wrocławskiego został wygłoszony referat dotyczący digitalizacji szklanych negatywów w ramach programu Kultura + (http://www.historiasztuki.uni.wroc.pl/konferencje/2012_cyfrowe_spotkania_5.html#k7).; Najciekawsze zdigitalizowane obiekty: \n \n \n MP 5355; Matejko, Jan (1838-1893) (malarz); Portret Karola Podlewskiego; 1882; olej; deska dębowa; 93,5 x 65 \n http://cyfrowe.mnw.art.pl/dmuseion/docmetadata?id=5343&show_nav=true zobacz obiekt >> \n \n MP 3551; Beyer, Henryka (1782-1855) (malarz); Kwiaty; ok. 1827; olej; płótno; 82 x 67,5 [90 x 74 x 5] \n http://cyfrowe.mnw.art.pl/dmuseion/docmetadata?id=3613&show_nav=true zobacz obiekt >> \n \n MP 419; Gierymski, Maksymilian (1846-1874) (malarz); Wyjazd na polowanie; 1871; olej; płótno; 66 x 116,7 \n http://cyfrowe.mnw.art.pl/dmuseion/docmetadata?id=4785&show_nav=true zobacz obiekt >>"
