"","Var1","Freq"
"107","anna",2
"108","anną",1
"109","anny",2
"110","anoda",2
"111","anschlussu",1
"112","ansgara",1
"113","antarktyce",2
"114","antarktyki",1
"115","ante",2
"116","antoine",1
"117","antonescu",1
"118","antoni",4
"119","antybohaterskie",1
"120","antyczni",1
"121","antydemokratyczna",1
"122","antykościelna",1
"123","antypolskie",1
"124","antypsychiatra",1
"125","antyreligijność",1
"126","antysemityzmem",1
"127","antysztuka",1
"128","antyutopii",1
"129","antywojenna",1
"130","aparaty",1
"131","apartheid",1
"132","apartheidu",1
"133","apogeum",1
"134","apokalipsa",1
"135","apokaliptyczny",1
"136","apostołka",1
"137","apostołowie",1
"138","aquas",1
"139","arabami",1
"140","arabowie",1
"141","arabów",1
"142","araukanów",1
"143","archeologia",2
"144","archeologicznych",1
"145","archeologii",2
"146","architekt",1
"147","architektura",2
"148","architektury",1
"149","archiwum",4
"150","arctowski",2
"151","arendt",1
"152","aresztowania",1
"153","argentynie",1
"154","argument",1
"155","arianami",1
"156","arianie",1
"157","arkusze",9
"158","armia",17
"159","armie",10
"160","armii",10
"161","arsenał",1
"162","artemizjon",1
"163","artur",1
"164","artykuł",1
"165","artyleria",1
"166","artystek",1
"167","artystka",1
"168","artystyczny",1
"169","aryjska",1
"170","arystokracja",2
"171","arystokratka",1
"172","arystoteles",1
"173","as",1
"174","asadowie",1
"175","aspekty",1
"176","astronauci",1
"177","astronomia",1
"178","asy",1
"179","asyryjskich",1
"180","asyżu",1
"181","atakuje",1
"182","atatürk",1
"183","ateista",1
"184","atenach",1
"185","ateny",1
"186","ateńskich",1
"187","atlanty",1
"188","atomowa",2
"189","atomowy",2
"190","atrakcji",1
"191","attyce",3
"192","attyla",1
"193","audrey",1
"194","august",7
"195","augusta",7
"196","augustus",1
"197","aureliusz",1
"198","auschwitz",9
"199","auschwitzbirkenau",1
"200","austerlitz",1
"201","australijska",2
"202","austriackie",1
"203","austrii",1
"204","autokrata",1
"205","automobilu",1
"206","autonomicznej",1
"207","autonomiczny",1
"208","autor",1
"209","autora",1
"210","autorament",1
"211","autorzy",1
"212","avengers",1
"213","avercampa",1
"214","awangardy",1
"215","awanturnicze",1
"216","awerroes",1
"217","azincourt",1
"218","azji",1
"219","b",1
"220","babur",1
"221","back",1
"222","bać",1
"223","badania",1
"224","badaniach",1
"225","badaniu",2
"226","bajka",1
"227","bajki",1
"228","baku",1
"229","baldwin",2
"230","baletnica",1
"231","balonowa",1
"232","baltylda",1
"233","bałkanów",1
"234","bałkańska",1
"235","bałtyccy",1
"236","bałtycki",1
"237","bałtyckie",1
"238","bałtyku",1
"239","ban",1
"240","bananowy",1
"241","bandera",1
"242","bandyci",1
"243","bank",1
"244","bankiera",1
"245","bankierzy",1
"246","banknotach",1
"247","bankowego",1
"248","bankowiec",1
"249","bar",1
"250","baraków",1
"251","barbara",1
"252","barbarossa",2
"253","barbary",2
"254","barbarzyńca",1
"255","barbarzyństwo",1
"256","barcelona",1
"257","bardach",1
"258","bareja",1
"259","baron",1
"260","barona",2
"261","barskiej",1
"262","barteru",1
"263","barwą",1
"264","baryczki",1
"265","barykadach",2
"266","barykady",1
"267","bastion",1
"268","baśń",1
"269","batalion",1
"270","batohem",1
"271","batorego",1
"272","bawaria",1
"273","bawarska",1
"274","bawarskie",1
"275","bazaru",1
"276","bažin",1
"277","bazooki",1
"278","bazyli",1
"279","be",1
"280","bear",1
"281","becka",1
"282","becket",1
"283","beczki",2
"284","bedforda",1
"285","beitaru",1
"286","belizariusz",1
"287","bendy",1
"288","beniowskiego",1
"289","benito",1
"290","benjamin",1
"291","benza",1
"292","berety",1
"293","bereza",1
"294","berezy",1
"295","berlin",1
"296","berlina",3
"297","berlinem",1
"298","berlingowców",2
"299","berlinie",3
"300","bernadotte",1
"301","bertrada",1
"302","bez",7
"303","bezbożnik",1
"304","bezdomni",1
"305","bezkompromisowy",1
"306","bezkrólewia",1
"307","bezludnej",1
"308","bezpieczeństwa",2
"309","bezpieki",1
"310","bezpośrednie",1
"311","bezpotomnie",1
"312","bezpruderyjna",1
"313","bezrobotny",1
"314","bezsilny",1
"315","będąc",1
"316","będziemy",1
"317","bękartów",1
"318","bialska",1
"319","białczańska",1
"320","białego",1
"321","białej",3
"322","białka",1
"323","białoczerwona",1
"324","białoczerwoną",1
"325","białoczerwone",1
"326","białorusi",1
"327","białoruś",1
"328","białous",1
"329","biały",2
"330","białym",6
"331","bibianna",1
"332","biblioteka",1
"333","biblioteki",1
"334","bicie",1
"335","bicz",1
"336","bić",1
"337","biedak",1
"338","biedna",1
"339","biegun",1
"340","bieruta",1
"341","bieżni",1
"342","big",1
"343","bigos",1
"344","bikiniarza",1
"345","bilal",1
"346","bili",1
"347","billy",1
"348","biografii",3
"349","biskupów",2
"350","bitwa",53
"351","bitwie",3
"352","bitwy",6
"353","bizancjum",5
"354","bizantyńczyków",1
"355","bizantyńska",1
"356","bizantyński",3
"357","bizantyńskich",1
"358","biznes",1
"359","bjr",1
"360","blizną",1
"361","bliźniemu",1
"362","bloch",1
"363","blokada",1
"364","bluff",1
"365","błazen",2
"366","błękitnych",1
"367","błogie",1
"368","bobola",2
"369","bobrzyński",1
"370","bocheński",2
"371","bodo",1
"372","bogami",1
"373","bogata",1
"374","bogatym",1
"375","bogów",1
"376","bogusław",1
"377","bohater",8
"378","bohatera",3
"379","bohaterach",1
"380","bohaterek",1
"381","bohaterowie",1
"382","bohaterska",1
"383","bohaterskie",2
"384","bohdan",1
"385","bohdana",1
"386","boi",1
"387","bojach",2
"388","bojowe",1
"389","bojowy",1
"390","boku",1
"391","bolączka",1
"392","bolączki",1
"393","bolesław",6
"394","bolesława",2
"395","bolesławowic",1
"396","boleść",1
"397","bolku",1
"398","bolszewicka",1
"399","bolszewicką",1
"400","bolszewicy",1
"401","bolszewik",1
"402","bolszewika",1
"403","bolszewikami",2
"404","bolszewików",1
"405","bomba",3
"406","bombowce",1
"407","bomby",1
"408","bona",3
"409","bonda",1
"410","bonifacego",1
"411","bor",1
"412","bormann",1
"413","borys",1
"414","boski",1
"415","bossak",1
"416","bośnia",1
"417","bośniacki",1
"418","boudiki",1
"419","boulogne",2
"420","bouvines",2
"421","boya",1
"422","boye",1
"423","boznańska",1
"424","bożą",1
"425","boże",2
"426","bożego",1
"427","boży",1
"428","bój",3
"429","bóstwo",1
"430","braci",1
"431","bracia",3
"432","bracie",1
"433","bractwa",1
"434","bractwo",1
"435","brak",1
"436","bram",1
"437","branickich",1
"438","brat",1
"439","braterstwo",1
"440","brazylia",1
"441","brazylii",2
"442","breslau",1
"443","bridge",1
"444","broni",2
"445","broniewskiego",1
"446","bronimy",1
"447","bronisław",1
"448","broń",4
"449","browaru",1
"450","bródnowski",1
"451","brudnych",1
"452","brummel",1
"453","bruno",2
"454","brunona",1
"455","bryg",1
"456","brygada",1
"457","brygady",1
"458","brystygier",3
"459","brytania",3
"460","brytanią",1
"461","brytanii",2
"462","brytyjczycy",4
"463","brytyjscy",3
"464","brytyjska",3
"465","brytyjskie",1
"466","brytyjskiej",1
"467","brzechwa",1
"468","brzetysław",1
"469","brzuszkach",1
"470","budowaniu",1
"471","budowie",1
"472","budowy",1
"473","buffadero",1
"474","bułgarii",3
"475","bundesführer",1
"476","bunt",3
"477","burza",1
"478","burzą",1
"479","burzy",2
"480","buszy",1
"481","bydgoszcz",1
"482","byłem",1
"483","bystrolotow",1
"484","cable",1
"485","calamitatis",1
"486","canal",1
"487","canossa",1
"488","captivabimus",1
"489","car",5
"490","cara",1
"491","carl",1
"492","carowie",1
"493","carską",1
"494","carskiej",3
"495","caryzacja",1
"496","casablanca",1
"497","cassino",2
"498","castro",1
"499","castrum",1
"500","caudillo",1
"501","cechy",1
"502","cecorą",1
"503","cedynią",1
"504","cegielski",1
"505","cegła",1
"506","celebryta",1
"507","celnej",1
"508","celsusa",1
"509","celtów",1
"510","centralny",1
"511","centralnych",1
"512","centrolew",1
"513","centroprawicy",1
"514","cenzorzy",1
"515","cenzury",1
"516","ceramiki",1
"517","ceremonii",1
"518","cerkiew",1
"519","cesarskie",1
"520","cesarskim",1
"521","cesarstwa",4
"522","cesarstwie",2
"523","cesarstwo",2
"524","cesarz",8
"525","cesarza",1
"526","cesarzowa",2
"527","cesarzowej",1
"528","cesarzy",3
"529","cezara",2
"530","cezarowi",1
"531","chałchyngoł",1
"532","cham",2
"533","chaos",1
"534","chaplina",1
"535","charaktery",1
"536","charakterystyki",1
"537","chasan",1
"538","chcą",1
"539","chcesz",1
"540","chciał",2
"541","chechnya",1
"542","chełmie",1
"543","chełmna",1
"544","chemii",1
"545","chiang",2
"546","chin",3
"547","chinach",1
"548","chiny",1
"549","chińska",2
"550","chiński",1
"551","chińskich",1
"552","chińskie",1
"553","chińskiego",1
"554","chińskiej",2
"555","chlebem",1
"556","chłopcy",3
"557","chłopi",1
"558","chłopski",1
"559","chłopskiego",1
"560","chmurach",1
"561","chocimiem",1
"562","chodzi",1
"563","chopina",1
"564","choroby",1
"565","chorwacji",2
"566","christmas",1
"567","chrobry",1
"568","chronił",1
"569","chroń",1
"570","chrystianizacja",2
"571","chrystus",1
"572","chrystusa",2
"573","chrystusem",1
"574","chrzanowski",2
"575","chrzest",2
"576","chrzestny",1
"577","chrześcijanie",2
"578","chrześcijańską",1
"579","chrześcijańskich",1
"580","chrześcijańskiej",1
"581","chrześcijaństwo",1
"582","chrztu",3
"583","churchill",1
"584","churchille",1
"585","chwała",1
"586","chwiejnym",1
"587","chwistek",1
"588","cia",1
"589","ciała",1
"590","cicha",1
"591","cichociemni",1
"592","cichociemnych",1
"593","cichocki",1
"594","ciechowski",1
"595","ciekawych",1
"596","cieniu",2
"597","cieszyn",1
"598","cieszyna",1
"599","cieszyński",1
"600","cięcie",1
"601","ciężka",1
"602","ciężkie",1
"603","cincinnatus",2
"604","ciołkami",1
"605","cios",2
"606","cisza",1
"607","clausewitz",1
"608","clinta",1
"609","clontarf",1
"610","cluny",1
"611","cmentarz",3
"612","cmentarze",1
"613","cmentarzu",1
"614","cocacola",1
"615","cocacoli",1
"616","cocktaile",1
"617","codreanu",1
"618","codzienne",3
"619","codziennego",1
"620","collins",1
"621","condillaca",1
"622","conflicts",1
"623","copot",1
"624","copp",1
"625","corneliu",1
"626","cortesa",1
"627","coubertin",1
"628","córka",2
"629","córki",1
"630","crécy",1
"631","crofta",1
"632","cud",8
"633","cuda",1
"634","cudem",1
"635","cudnowem",1
"636","cudotwórcy",1
"637","cudowności",1
"638","cudzoziemców",1
"639","cudzoziemski",1
"640","cudzoziemskiej",1
"641","cukier",1
"642","custerem",1
"643","cybulski",2
"644","cyfrowe",10
"645","cyganiewicz",1
"646","cygar",1
"647","cygaro",1
"648","cykliści",1
"649","cyryla",1
"650","cywilizacji",2
"651","cywilizował",1
"652","cywilne",1
"653","cywilnej",1
"654","czapajew",1
"655","czapski",1
"656","czar",1
"657","czarna",3
"658","czarne",2
"659","czarnego",1
"660","czarnej",1
"661","czarniecki",1
"662","czarnobiały",1
"663","czarnobrody",3
"664","czarnocki",1
"665","czarnomorskie",1
"666","czarny",1
"667","czarnych",2
"668","czarownic",1
"669","czartoryski",1
"670","czary",1
"671","czas",3
"672","czasach",4
"673","czasie",8
"674","czasopisma",2
"675","czasów",5
"676","czasu",1
"677","czasy",5
"678","czata",1
"679","czechach",1
"680","czechosłowacja",1
"681","czechosłowacka",1
"682","czechosłowackie",1
"683","czeczenia",1
"684","czeczenii",2
"685","czeczeńcy",1
"686","czego",4
"687","czekając",2
"688","czekiści",1
"689","czernichowski",1
"690","czerwca",5
"691","czerwcu",1
"692","czerwona",1
"693","czerwonego",2
"694","czerwonej",2
"695","czerwony",1
"696","czerwonych",1
"697","czeska",2
"698","czeską",1
"699","czeskie",2
"700","czesku",2
"701","częstochowa",1
"702","częstochowie",1
"703","części",1
"704","część",18
"705","członek",2
"706","człowiek",9
"707","człowieka",4
"708","czochralski",1
"709","czołgi",5
"710","czołgom",1
"711","czołgowego",2
"712","czterdzieści",1
"713","cztery",1
"714","czujnym",1
"715","czwarta",1
"716","czwarty",1
"717","czyja",1
"718","czym",6
"719","czyn",1
"720","czynnik",1
"721","czyny",3
"722","czystość",1
"723","czytać",1
"724","czytania",1
"725","ćwierczakiewiczowa",1
"726","ćwierczakiewiczowej",1
"727","dadaizm",1
"728","dalej",1
"729","dalsze",1
"730","dama",2
"731","dania",1
"732","danielu",1
"733","darc",1
"734","darien",1
"735","darwin",1
"736","daszyńskiego",1
"737","data",1
"738","dawid",1
"739","dawida",1
"740","dawnej",6
"741","dawni",1
"742","dawniej",1
"743","dawno",1
"744","dąbrowski",1
"745","de",9
"746","debiuty",1
"747","defence",1
"748","definicji",3
"749","dekady",2
"750","deklaracja",1
"751","dekret",1
"752","del",1
"753","delcie",1
"754","delfy",1
"755","demiurg",1
"756","demokracja",1
"757","demokrację",1
"758","demokracji",4
"759","demoludach",1
"760","demon",3
"761","demonstracja",1
"762","demostenes",2
"763","deng",1
"764","deo",1
"765","deskorolki",1
"766","despota",1
"767","despotyczny",1
"768","dezinformacja",1
"769","dezintegracja",1
"770","dęblin",1
"771","diabeł",3
"772","diabłów",1
"773","diament",2
"774","dicka",1
"775","diem",1
"776","dieppe",1
"777","dietrich",1
"778","dionizy",1
"779","disraeli",1
"780","diva",1
"781","divus",1
"782","długa",2
"783","długi",1
"784","długich",1
"785","długiego",1
"786","długosz",1
"787","długoszowski",1
"788","dmitrij",1
"789","dni",8
"790","dnia",1
"791","dniach",1
"792","dnie",2
"793","dobczyckiego",1
"794","dobie",2
"795","dobra",1
"796","dobrej",1
"797","dobrowolski",2
"798","dobry",1
"799","doby",2
"800","dodda",2
"801","dogasająca",1
"802","dogrywka",1
"803","dojazdowa",1
"804","dojrzałość",1
"805","dokonał",1
"806","doktor",1
"807","dokumentalnym",2
"808","dokumentów",2
"809","dokumentu",1
"810","dola",1
"811","dolców",1
"812","dolnej",1
"813","dołęgachodakowski",1
"814","dołęgamostowicz",1
"815","dołów",1
"816","dom",1
"817","domeyko",1
"818","domina",1
"819","dominikanę",1
"820","dominikanie",1
"821","domowa",1
"822","domowej",5
"823","domu",1
"824","dookoła",4
"825","dorsay",1
"826","doskonała",2
"827","doskonały",1
"828","dostarczała",1
"829","dostęp",1
"830","doszło",3
"831","doubtfire",1
"832","dragon",1
"833","dramatis",1
"834","dramatów",1
"835","dramatu",1
"836","dramatycznej",1
"837","drań",2
"838","drastyczne",1
"839","dream",1
"840","dresie",1
"841","dreyfusa",1
"842","drodze",5
"843","droga",17
"844","drogach",1
"845","drogi",5
"846","drogistowski",15
"847","dromedarii",1
"848","druga",4
"849","drugi",4
"850","drugie",1
"851","drugiej",5
"852","dubienką",1
"853","duchamp",1
"854","duchem",1
"855","duchowny",1
"856","duchownych",1
"857","dudleya",1
"858","duma",1
"859","dumas",1
"860","dunkierka",2
"861","duński",1
"862","duszpasterz",1
"863","duszy",1
"864","dworze",3
"865","dwudziestolecia",2
"866","dwumiesięcznik",1
"867","dyktator",2
"868","dyktatura",1
"869","dynastia",1
"870","dynastyczne",1
"871","dyplomacja",3
"872","dyplomacji",2
"873","dyplomatyczny",1
"874","dyskretny",1
"875","dyskusja",1
"876","dyskusje",1
"877","dysputa",1
"878","dywan",1
"879","dywizja",3
"880","dywizji",1
"881","działa",2
"882","działaczki",1
"883","działaczy",1
"884","działalność",7
"885","działania",5
"886","działo",1
"887","dzieci",3
"888","dziecięca",1
"889","dzieciństwo",1
"890","dziecko",2
"891","dziedzictwo",3
"892","dziejach",4
"893","dzieje",6
"894","dziejopis",1
"895","dziejów",4
"896","dzielnicy",1
"897","dziełach",1
"898","dziennik",3
"899","dziennika",3
"900","dziennikarzy",1
"901","dzienniku",1
"902","dzień",2
"903","dzierżyński",3
"904","dzierżyńskiego",1
"905","dziesięć",1
"906","dziewczyna",1
"907","dziewczynie",2
"908","dziewiąty",1
"909","dziewica",1
"910","dziewięciodniowa",1
"911","dzięki",1
"912","dzikie",1
"913","dzikimi",1
"914","dziwadła",2
"915","dżentelmeni",1
"916","dżentelmenów",1
"917","dżihad",2
"918","dżinsy",1
"919","dżuma",2
"920","e",1
"921","éamon",1
"922","eastwooda",1
"923","eburonów",1
"924","edelman",1
"925","edgar",1
"926","edmund",3
"927","edukacja",1
"928","edukacji",1
"929","edward",3
"930","edwarda",2
"931","edycja",1
"932","efekty",1
"933","efektywna",1
"934","eggelston",3
"935","egipcie",1
"936","egipska",1
"937","egipskie",1
"938","egiptu",2
"939","eichlerówna",1
"940","eiffela",1
"941","eisensteina",1
"942","ekonomista",1
"943","ekranie",4
"944","ekspansja",2
"945","ekspansji",2
"946","ekspertów",1
"947","eksperyment",1
"948","eksperymentu",1
"949","elekcja",1
"950","elekcji",1
"951","elekcyjny",1
"952","elekcyjnych",1
"953","elektryczność",1
"954","element",1
"955","eleonora",1
"956","eleusis",1
"957","eligiusz",1
"958","elita",1
"959","elitarne",1
"960","elitarni",1
"961","elizabeth",1
"962","elly",1
"963","elzenberga",1
"964","elżbieta",2
"965","emigracja",1
"966","emigracji",2
"967","emigrantek",2
"968","emil",2
"969","emilia",1
"970","emin",1
"971","eminencja",2
"972","emocji",1
"973","encyklopedia",1
"974","encyklopedii",1
"975","endecja",1
"976","endu",1
"977","energetyczny",1
"978","enigma",1
"979","ententy",1
"980","epidemię",1
"981","epilogów",1
"982","epitafiach",1
"983","epizod",1
"984","epoce",3
"985","epokę",1
"986","epoki",5
"987","er",1
"988","era",1
"989","erich",1
"990","ernest",1
"991","ernst",1
"992","erotyczne",1
"993","ery",1
"994","est",1
"995","estoński",1
"996","et",1
"997","etapie",1
"998","etiopii",2
"999","eudajmonizmu",1
"1000","eugeniusz",1
"1001","europa",2
"1002","europejczycy",1
"1003","europejska",2
"1004","europejskie",1
"1005","europejskiego",1
"1006","europejskiej",2
"1007","europę",1
"1008","europie",2
"1009","europy",9
"1010","eurydyka",1
"1011","eurypidesa",1
"1012","ewart",1
"1013","ewoluował",1
"1014","fabularny",1
"1015","facet",1
"1016","fajeczka",1
"1017","fakt",1
"1018","fakty",2
"1019","faktycznie",1
"1020","falaise",1
"1021","fantasy",3
"1022","farby",1
"1023","fascynacja",1
"1024","faszystowską",1
"1025","faszystowskiej",1
"1026","faszyzację",1
"1027","faszyzm",5
"1028","faszyzmowi",1
"1029","faszyzmu",2
"1030","fatale",1
"1031","fbi",1
"1032","fedaini",1
"1033","federacja",1
"1034","federacji",1
"1035","feliks",2
"1036","feliksem",1
"1037","feminizmu",1
"1038","femme",1
"1039","fenicjanie",1
"1040","fenomen",3
"1041","ferbera",1
"1042","ferdynand",1
"1043","ferdynanda",1
"1044","festung",3
"1045","fidel",1
"1046","fieldorf",2
"1047","fikcja",2
"1048","fikcyjny",1
"1049","filip",1
"1050","filipa",2
"1051","filipin",2
"1052","filipinach",2
"1053","filipiny",2
"1054","filipińczycy",1
"1055","film",2
"1056","filmie",4
"1057","filmowa",2
"1058","filmowcy",1
"1059","filmowe",2
"1060","filmowej",3
"1061","filmu",2
"1062","filmy",1
"1063","filozofia",3
"1064","filozofią",2
"1065","filozoficzny",1
"1066","filozofii",3
"1067","filozofów",2
"1068","finansowe",1
"1069","finlandia",1
"1070","finlandii",1
"1071","fiodora",1
"1072","fiore",1
"1073","fiszer",1
"1074","fiume",1
"1075","fizyczna",1
"1076","flagą",1
"1077","flagi",3
"1078","flandryjski",1
"1079","flatt",1
"1080","flawijskich",1
"1081","fleischfarb",1
"1082","flirt",1
"1083","flocie",1
"1084","florencji",1
"1085","flota",5
"1086","floty",1
"1087","foch",1
"1088","folke",1
"1089","football",1
"1090","forcie",1
"1091","formach",2
"1092","formowanie",2
"1093","forów",5
"1094","forrest",1
"1095","forresta",1
"1096","fortece",1
"1097","fortyfikacje",1
"1098","fotograf",2
"1099","fotograficzne",1
"1100","fotografie",3
"1101","fotografii",1
"1102","frakcja",1
"1103","franc",1
"1104","franciszek",4
"1105","francji",10
"1106","franco",1
"1107","françois",2
"1108","francuskiej",3
"1109","francuzów",1
"1110","franjo",1
"1111","frankenstein",1
"1112","frankistowskiej",1
"1113","franz",1
"1114","fredericksburgiem",1
"1115","fritz",1
"1116","from",1
"1117","froncie",3
"1118","front",2
"1119","fryderyk",6
"1120","fuchs",1
"1121","führer",1
"1122","fundament",2
"1123","funkcjonalizm",1
"1124","funkcjonalizmu",1
"1125","funkcjonowania",1
"1126","funkcjonowanie",1
"1127","furiaci",1
"1128","futbolu",1
"1129","futurystastalinista",1
"1130","gabriela",1
"1131","gadugadu",1
"1132","gaduła",1
"1133","galeria",1
"1134","galijskich",1
"1135","galimatias",1
"1136","galland",1
"1137","gallów",1
"1138","gałczyński",1
"1139","gałkówka",1
"1140","gandhi",1
"1141","gangster",1
"1142","gangsterska",1
"1143","garbarstwo",1
"1144","garbik",1
"1145","gardło",1
"1146","gaulle",1
"1147","gawęda",1
"1148","gazety",2
"1149","gazową",1
"1150","gąsawie",1
"1151","gdańsk",2
"1152","gdańska",4
"1153","gdańskie",1
"1154","gdańskiej",2
"1155","gdańskim",1
"1156","gdańsku",5
"1157","gdym",1
"1158","gdyni",2
"1159","gen",1
"1160","genealogii",1
"1161","generalny",2
"1162","generalnym",1
"1163","generał",2
"1164","generałem",1
"1165","generałów",1
"1166","geneza",6
"1167","genezie",1
"1168","genezy",2
"1169","geniusz",5
"1170","geografii",1
"1171","geographic",1
"1172","george",2
"1173","georgea",1
"1174","georgii",2
"1175","geschoss",1
"1176","geszeftów",1
"1177","getcie",1
"1178","getta",2
"1179","getto",1
"1180","gettysburskie",1
"1181","gheorghe",1
"1182","gieorgija",1
"1183","gierek",3
"1184","gierka",2
"1185","gigantów",3
"1186","gilotyny",1
"1187","gimillu",1
"1188","gimnazjum",1
"1189","giordano",1
"1190","gladiatorów",2
"1191","gladstone",1
"1192","global",2
"1193","głos",2
"1194","głosem",1
"1195","głowy",1
"1196","główny",2
"1197","gniewni",2
"1198","gnostyckie",1
"1199","godłach",1
"1200","godwina",1
"1201","goebbels",1
"1202","goebena",1
"1203","goethego",1
"1204","golan",1
"1205","goliat",1
"1206","golizną",1
"1207","gołębim",1
"1208","gombrowicz",1
"1209","gomułka",1
"1210","gomułki",1
"1211","gomułkowskiej",2
"1212","goose",1
"1213","goralenvolk",1
"1214","gorączka",2
"1215","gorbaczow",1
"1216","gorbaczowa",1
"1217","gorgonowej",1
"1218","göringa",1
"1219","gorszyło",1
"1220","gorycz",1
"1221","gorzej",1
"1222","gospodarczy",1
"1223","gospodarka",2
"1224","goście",1
"1225","gość",1
"1226","goździków",1
"1227","góra",2
"1228","górach",1
"1229","góral",1
"1230","górą",1
"1231","górę",2
"1232","górnego",1
"1233","górnicza",1
"1234","górscy",1
"1235","górskiego",2
"1236","góry",1
"1237","górze",1
"1238","gra",3
"1239","grabarz",1
"1240","grabiński",1
"1241","grabski",1
"1242","grabskiego",1
"1243","grace",1
"1244","grał",1
"1245","granatowy",1
"1246","granic",1
"1247","granica",1
"1248","granice",1
"1249","granicę",3
"1250","granicy",1
"1251","graniczna",1
"1252","graniczne",1
"1253","granowska",1
"1254","grant",2
"1255","grecji",2
"1256","grecka",1
"1257","grecki",1
"1258","greckie",1
"1259","greckorzymskim",1
"1260","greczynka",1
"1261","green",1
"1262","grey",1
"1263","grobicki",1
"1264","grobów",1
"1265","grobu",1
"1266","grochowska",1
"1267","grodzisku",1
"1268","grom",1
"1269","grób",2
"1270","gruber",2
"1271","grudnia",3
"1272","grudziądzkiego",1
"1273","grudzień",4
"1274","grunwald",1
"1275","grunwaldem",3
"1276","grunwaldu",1
"1277","grunwaldzkie",1
"1278","grupa",1
"1279","gruzach",1
"1280","gruzini",1
"1281","gruzjaosetia",1
"1282","gry",1
"1283","grzechu",1
"1284","grzegorz",1
"1285","guard",2
"1286","gubernator",1
"1287","gubernatorstwie",1
"1288","gucewicz",1
"1289","guderian",1
"1290","guifei",1
"1291","gułagu",1
"1292","gump",1
"1293","günther",1
"1294","gusłach",1
"1295","gustavea",1
"1296","gustaw",3
"1297","guynemer",1
"1298","gwarków",1
"1299","gwatemala",1
"1300","gwiazda",1
"1301","gwiazdkę",1
"1302","gwiazdy",1
"1303","gwido",1
"1304","gwiezdne",2
"1305","h",1
"1306","haakona",1
"1307","habilitacji",1
"1308","habsburg",1
"1309","habsburgów",2
"1310","habsburskich",1
"1311","hachszara",1
"1312","hadriana",1
"1313","hadziacka",1
"1314","hagi",1
"1315","halama",1
"1316","halikarnasie",1
"1317","hamas",2
"1318","handel",1
"1319","handlowe",1
"1320","haniebny",1
"1321","hanka",1
"1322","hannah",1
"1323","hannibal",1
"1324","hanza",1
"1325","hańba",1
"1326","happy",1
"1327","harcerstwa",1
"1328","harcerstwo",2
"1329","harcerzem",1
"1330","hattin",1
"1331","haussmann",1
"1332","haustem",1
"1333","hawleyasmoota",1
"1334","heaven",1
"1335","hegemonii",1
"1336","heinrich",1
"1337","hełmach",1
"1338","hendricka",1
"1339","henri",1
"1340","henryk",10
"1341","henryka",3
"1342","henrykowski",1
"1343","hepburn",1
"1344","heraldyce",1
"1345","heraldyki",1
"1346","herb",2
"1347","herbert",1
"1348","herberta",1
"1349","hercegowina",1
"1350","heretykom",1
"1351","herkules",1
"1352","hermann",1
"1353","herod",1
"1354","heroda",1
"1355","heros",3
"1356","herosów",1
"1357","hetery",1
"1358","hetman",4
"1359","hetmana",2
"1360","hibernatusaotziego",1
"1361","hidżry",1
"1362","higiena",1
"1363","himmler",1
"1364","himmlera",1
"1365","hipisi",1
"1366","hipolit",1
"1367","histmagorg",2
